household_id,PUMA,mgra,SPORDER,AGEP,SEX,ESR,COW,WKHP,SCHG,RAC1P,HISP,MIL,SCHL,OCCP,WKW,NAICS2,SOC2
44647,7317,4495,1,19,2,6.0,1.0,20.0,15,2,24,4.0,18.0,4030.0,6.0,722,35
44648,7317,4495,1,19,2,6.0,1.0,18.0,15,9,23,4.0,19.0,4010.0,6.0,722,35
44649,7317,4495,1,19,2,6.0,6.0,15.0,15,1,1,4.0,19.0,5510.0,6.0,49,43
44650,7317,4495,1,19,2,6.0,1.0,9.0,15,1,1,4.0,19.0,4600.0,6.0,71,39
44651,7317,4495,1,19,2,6.0,,,15,1,1,4.0,18.0,,,0,0
44652,7317,4495,1,18,2,1.0,1.0,30.0,15,1,1,4.0,16.0,4760.0,6.0,44,41
44653,7317,4495,1,18,2,6.0,,,15,2,1,4.0,18.0,,,0,0
44654,7317,4495,1,18,1,6.0,6.0,30.0,15,1,1,4.0,19.0,2545.0,6.0,61,25
44655,7317,4495,1,20,1,6.0,1.0,,15,1,1,4.0,19.0,4435.0,,71,39
44656,7317,4495,1,18,2,6.0,,,15,1,1,4.0,16.0,,,0,0
44657,7317,4495,1,19,2,6.0,,,15,1,1,4.0,18.0,,,0,0
44658,7317,4495,1,18,2,6.0,,,15,1,1,4.0,18.0,,,0,0
44659,7317,4495,1,19,2,6.0,1.0,20.0,15,2,1,4.0,18.0,5240.0,6.0,722,43
44660,7317,4495,1,19,1,6.0,1.0,,15,1,1,4.0,19.0,4720.0,,71,41
44661,7317,4495,1,18,2,6.0,,,15,1,1,4.0,16.0,,,0,0
44662,7317,4495,1,19,1,3.0,1.0,25.0,15,1,1,4.0,19.0,4435.0,1.0,71,39
44663,7317,4495,1,20,1,6.0,1.0,35.0,15,1,1,4.0,19.0,1108.0,6.0,54,15
44664,7317,4495,1,19,2,6.0,1.0,20.0,15,1,1,4.0,19.0,5240.0,6.0,722,43
44665,7317,4495,1,19,2,6.0,7.0,12.0,15,1,1,4.0,16.0,2722.0,6.0,71,27
44666,7317,4495,1,19,1,6.0,1.0,20.0,15,1,1,4.0,18.0,6260.0,5.0,23,47
44667,7317,4495,1,18,2,6.0,,,15,9,1,4.0,18.0,,,0,0
44668,7317,4495,1,21,2,6.0,,,15,1,1,4.0,19.0,,,0,0
44669,7317,4495,1,18,2,6.0,,,15,1,2,4.0,19.0,,,0,0
44670,7317,4495,1,21,1,6.0,1.0,25.0,15,1,1,4.0,20.0,2360.0,6.0,61,25
44671,7317,4495,1,18,2,6.0,6.0,20.0,15,1,1,4.0,18.0,4655.0,6.0,81,39
44672,7317,4495,1,18,2,6.0,,,15,1,1,4.0,16.0,,,0,0
44673,7317,4495,1,19,2,6.0,1.0,20.0,15,2,1,4.0,18.0,4150.0,4.0,71,35
44674,7317,4495,1,21,2,6.0,1.0,15.0,15,1,1,4.0,19.0,4110.0,4.0,722,35
44675,7317,4495,1,18,1,6.0,1.0,25.0,15,1,1,4.0,18.0,9645.0,6.0,45,53
44676,7317,4495,1,18,2,6.0,1.0,18.0,15,9,23,4.0,19.0,4010.0,6.0,722,35
44677,7317,4495,1,18,2,6.0,7.0,12.0,15,1,1,4.0,16.0,2722.0,6.0,71,27
44678,7317,4495,1,19,1,6.0,1.0,25.0,15,1,1,4.0,18.0,9645.0,6.0,45,53
44679,7317,4495,1,18,1,6.0,1.0,2.0,15,8,2,4.0,19.0,4130.0,6.0,722,35
44680,7317,4495,1,18,2,6.0,7.0,12.0,15,1,1,4.0,16.0,2722.0,6.0,71,27
44681,7317,4495,1,19,1,3.0,1.0,25.0,15,1,1,4.0,19.0,4435.0,1.0,71,39
44682,7317,4495,1,18,2,6.0,,,15,1,1,4.0,18.0,,,0,0
44683,7317,4495,1,18,2,6.0,,,15,1,1,4.0,19.0,,,0,0
44684,7317,4495,1,18,2,6.0,,,15,1,1,4.0,18.0,,,0,0
44685,7317,4495,1,18,2,6.0,2.0,,15,1,1,4.0,16.0,2545.0,,61,25
44686,7317,4495,1,18,1,6.0,1.0,2.0,15,8,2,4.0,19.0,4130.0,6.0,722,35
44687,7317,4495,1,18,1,6.0,1.0,10.0,15,1,1,4.0,16.0,9350.0,5.0,81,53
44688,7317,4495,1,18,2,6.0,,,15,1,2,4.0,18.0,,,0,0
44689,7317,4495,1,18,2,1.0,1.0,15.0,15,1,2,4.0,16.0,4720.0,3.0,44,41
44690,7317,4495,1,18,1,6.0,6.0,30.0,15,1,1,4.0,19.0,2545.0,6.0,61,25
44691,7317,4495,1,18,2,6.0,,,15,1,1,4.0,18.0,,,0,0
44692,7317,4495,1,23,1,6.0,1.0,27.0,15,1,1,4.0,19.0,4760.0,6.0,44,41
44693,7317,4495,1,18,2,6.0,,,15,6,1,4.0,18.0,,,0,0
44694,7317,4495,1,19,2,6.0,3.0,8.0,15,6,1,4.0,19.0,8990.0,6.0,45,51
44695,7317,4495,1,19,1,6.0,,,15,1,1,4.0,18.0,,,0,0
44696,7317,4495,1,19,1,6.0,,,15,1,1,4.0,18.0,,,0,0
44697,7317,4495,1,18,2,6.0,,,15,8,2,4.0,18.0,,,0,0
44698,7317,4495,1,19,1,6.0,3.0,40.0,15,1,1,4.0,19.0,4622.0,6.0,721,39
44699,7317,4495,1,19,1,6.0,,,15,1,1,4.0,18.0,,,0,0
44700,7317,4495,1,18,1,1.0,1.0,20.0,15,9,2,4.0,18.0,5740.0,1.0,32,43
44701,7317,4495,1,18,2,6.0,1.0,,15,1,1,4.0,19.0,4600.0,,62,39
44702,7317,4495,1,19,2,6.0,,,15,1,1,4.0,18.0,,,0,0
44703,7317,4495,1,18,1,1.0,1.0,15.0,15,1,1,4.0,19.0,4220.0,1.0,722,37
44704,7317,4495,1,19,2,6.0,7.0,12.0,15,1,1,4.0,16.0,2722.0,6.0,71,27
44705,7317,4495,1,19,2,6.0,1.0,30.0,15,2,1,4.0,19.0,4110.0,6.0,722,35
44706,7317,4495,1,19,2,6.0,1.0,20.0,15,1,1,4.0,19.0,5240.0,6.0,722,43
44707,7317,4495,1,18,2,6.0,,,15,1,1,4.0,18.0,,,0,0
44708,7317,4495,1,19,2,6.0,,,15,1,2,4.0,18.0,,,0,0
44709,7317,4495,1,19,1,3.0,1.0,25.0,15,1,1,4.0,19.0,4435.0,1.0,71,39
44710,7317,4495,1,19,2,6.0,,,15,2,1,4.0,19.0,,,0,0
44711,7317,4495,1,19,1,6.0,1.0,30.0,15,1,1,4.0,19.0,9350.0,5.0,81,53
44712,7317,4495,1,19,2,6.0,,,15,9,1,4.0,18.0,,,0,0
44713,7317,4495,1,21,2,6.0,1.0,20.0,15,1,1,4.0,19.0,4110.0,6.0,722,35
44714,7317,4495,1,18,2,6.0,1.0,,15,1,4,4.0,18.0,4600.0,,81,39
44715,7317,4495,1,20,2,1.0,1.0,10.0,15,1,2,4.0,19.0,1050.0,6.0,61,15
44716,7317,4495,1,18,1,6.0,,,15,1,1,4.0,16.0,,,0,0
44717,7317,4495,1,18,2,6.0,,,15,1,1,4.0,16.0,,,0,0
44718,7317,4495,1,18,2,6.0,,,15,2,1,4.0,18.0,,,0,0
44719,7317,4495,1,19,1,6.0,7.0,4.0,15,1,1,4.0,18.0,9130.0,6.0,49,53
44720,7317,4495,1,19,1,1.0,1.0,30.0,15,1,1,4.0,16.0,410.0,1.0,53,11
44721,7317,4495,1,18,1,1.0,1.0,15.0,15,1,1,4.0,19.0,4220.0,1.0,722,37
44722,7317,4495,1,19,2,6.0,,,15,1,1,4.0,18.0,,,0,0
44723,7317,4495,1,18,2,1.0,1.0,30.0,15,1,1,4.0,16.0,4760.0,6.0,44,41
44724,7317,4495,1,18,2,6.0,1.0,16.0,15,1,1,4.0,18.0,4720.0,6.0,722,41
44725,7317,4495,1,21,2,1.0,2.0,6.0,15,1,2,4.0,19.0,5400.0,6.0,61,43
44726,7317,4495,1,18,2,6.0,,,15,1,1,4.0,18.0,,,0,0
44727,7317,4495,1,19,2,6.0,1.0,10.0,15,1,1,4.0,18.0,4720.0,6.0,44,41
44728,7317,4495,1,19,1,6.0,3.0,40.0,15,2,1,4.0,18.0,4622.0,6.0,721,39
44729,7317,4495,1,19,1,6.0,1.0,,15,1,1,4.0,19.0,4720.0,,71,41
44730,7317,4495,1,19,1,6.0,3.0,19.0,15,1,2,4.0,19.0,9620.0,6.0,44,53
44731,7317,4495,1,18,1,6.0,,,15,1,1,4.0,16.0,,,0,0
44732,7317,4495,1,18,2,6.0,,,15,1,1,4.0,16.0,,,0,0
44733,7317,4495,1,18,1,6.0,1.0,2.0,15,8,2,4.0,19.0,4130.0,6.0,722,35
44734,7317,4495,1,18,2,6.0,,,15,1,1,4.0,18.0,,,0,0
44735,7317,4495,1,19,1,6.0,1.0,25.0,15,1,1,4.0,19.0,5860.0,6.0,54,43
44736,7317,4495,1,18,2,3.0,1.0,12.0,15,1,1,4.0,18.0,2722.0,6.0,61,27
44737,7317,4495,1,19,2,6.0,,,15,9,1,4.0,19.0,,,0,0
44738,7317,4495,1,19,2,6.0,,,15,1,1,4.0,18.0,,,0,0
44739,7317,4495,1,18,2,6.0,7.0,12.0,15,1,1,4.0,16.0,2722.0,6.0,71,27
44740,7317,4495,1,19,2,6.0,,,15,2,1,4.0,19.0,,,0,0
44741,7317,4495,1,20,2,6.0,,,15,1,1,4.0,19.0,,,0,0
44742,7317,4495,1,21,1,1.0,1.0,12.0,15,1,1,4.0,19.0,1050.0,6.0,61,15
44743,7317,4495,1,23,1,1.0,1.0,10.0,15,2,1,4.0,19.0,4760.0,6.0,44,41
44744,7317,4495,1,18,2,6.0,,,15,1,1,4.0,18.0,,,0,0
44745,7317,4495,1,18,1,6.0,6.0,30.0,15,1,1,4.0,19.0,2545.0,6.0,61,25
44746,7317,4495,1,19,1,6.0,3.0,19.0,15,1,2,4.0,19.0,9620.0,6.0,44,53
44747,7317,4495,1,18,1,6.0,6.0,30.0,15,1,1,4.0,19.0,2545.0,6.0,61,25
44748,7317,4495,1,18,1,6.0,6.0,30.0,15,1,1,4.0,19.0,2545.0,6.0,61,25
44749,7317,4495,1,22,1,6.0,1.0,30.0,15,1,2,4.0,19.0,6355.0,5.0,23,47
44750,7317,4495,1,20,2,6.0,1.0,30.0,15,1,1,4.0,19.0,5240.0,6.0,49,43
44751,7317,4495,1,20,2,6.0,,,15,9,21,4.0,19.0,,,0,0
44752,7317,4495,1,18,2,1.0,1.0,15.0,15,1,2,4.0,16.0,4720.0,3.0,44,41
44753,7317,4495,1,18,2,6.0,2.0,,15,1,1,4.0,16.0,2545.0,,61,25
44754,7317,4495,1,19,2,1.0,1.0,25.0,15,1,1,4.0,19.0,4600.0,6.0,62,39
44755,7317,4495,1,22,2,6.0,,,15,8,2,4.0,19.0,,,0,0
44756,7317,4495,1,19,2,6.0,1.0,10.0,15,1,1,4.0,18.0,4720.0,6.0,44,41
44757,7317,4495,1,20,1,6.0,1.0,35.0,15,1,1,4.0,19.0,1108.0,6.0,54,15
44758,7317,4495,1,19,1,6.0,3.0,40.0,15,1,1,4.0,19.0,4622.0,6.0,721,39
44759,7317,4495,1,20,2,6.0,1.0,,15,1,2,4.0,20.0,5610.0,,3M,43
44760,7317,4495,1,19,2,6.0,1.0,18.0,15,9,23,4.0,19.0,4010.0,6.0,722,35
44761,7317,4495,1,18,2,6.0,1.0,,15,1,4,4.0,18.0,4600.0,,81,39
44762,7317,4495,1,18,2,6.0,7.0,12.0,15,1,1,4.0,16.0,2722.0,6.0,71,27
44763,7317,4495,1,20,1,6.0,6.0,6.0,15,6,1,4.0,16.0,2360.0,6.0,61,25
44764,7317,4495,1,20,1,6.0,,,15,1,2,4.0,19.0,,,0,0
44765,7317,4495,1,20,1,6.0,,,15,1,1,4.0,19.0,,,0,0
44766,7317,4495,1,22,2,6.0,,,15,8,2,4.0,19.0,,,0,0
44767,7317,4495,1,18,2,6.0,,,15,1,1,4.0,18.0,,,0,0
44768,7317,4495,1,19,1,6.0,7.0,4.0,15,1,1,4.0,18.0,9130.0,6.0,49,53
44769,7317,4495,1,18,2,3.0,1.0,15.0,15,1,1,4.0,16.0,5240.0,5.0,722,43
44770,7317,4495,1,18,1,6.0,1.0,10.0,15,1,1,4.0,16.0,9350.0,5.0,81,53
44771,7317,4495,1,18,2,1.0,1.0,6.0,15,1,1,4.0,19.0,4965.0,6.0,49,41
44772,7317,4495,1,20,1,6.0,6.0,6.0,15,6,1,4.0,16.0,2360.0,6.0,61,25
44773,7317,4495,1,19,1,6.0,1.0,25.0,15,1,1,4.0,19.0,5860.0,6.0,54,43
44774,7317,4495,1,18,2,6.0,,,15,1,1,4.0,18.0,,,0,0
44775,7317,4495,1,18,1,6.0,8.0,30.0,15,1,1,4.0,18.0,4710.0,6.0,71,41
44776,7317,4495,1,19,1,6.0,1.0,30.0,15,1,1,4.0,18.0,4110.0,5.0,722,35
44777,7317,4495,1,19,1,6.0,1.0,20.0,15,1,1,4.0,18.0,6260.0,5.0,23,47
44778,7317,4495,1,19,1,6.0,2.0,4.0,15,1,1,4.0,19.0,2905.0,5.0,81,27
44779,7317,4495,1,19,1,6.0,1.0,30.0,15,1,1,4.0,19.0,9350.0,5.0,81,53
44780,7317,4495,1,23,1,1.0,1.0,10.0,15,2,1,4.0,19.0,4760.0,6.0,44,41
44781,7317,4495,1,21,2,6.0,1.0,35.0,15,1,1,4.0,19.0,2360.0,6.0,44,25
44782,7317,4495,1,20,2,6.0,,,15,1,1,4.0,19.0,,,0,0
44783,7317,4495,1,18,2,6.0,,,15,1,1,4.0,18.0,,,0,0
44784,7317,4495,1,19,2,6.0,,,15,1,1,4.0,19.0,,,0,0
44785,7317,4495,1,18,2,6.0,1.0,,15,1,1,4.0,19.0,4600.0,,62,39
44786,7317,4495,1,19,2,6.0,1.0,10.0,15,6,1,4.0,16.0,4720.0,6.0,44,41
44787,7317,4495,1,19,1,6.0,,,15,1,1,4.0,18.0,,,0,0
44788,7317,4495,1,19,2,6.0,1.0,20.0,15,2,24,4.0,18.0,4030.0,6.0,722,35
44789,7317,4495,1,19,2,6.0,,,15,1,1,4.0,18.0,,,0,0
44790,7317,4495,1,20,1,6.0,1.0,30.0,15,1,1,4.0,19.0,9645.0,6.0,44,53
44791,7317,4495,1,18,1,6.0,1.0,25.0,15,1,1,4.0,18.0,9645.0,6.0,45,53
44792,7317,4495,1,20,2,6.0,6.0,40.0,15,7,1,4.0,19.0,4055.0,6.0,722,35
44793,7317,4495,1,19,2,6.0,,,15,1,1,4.0,18.0,,,0,0
44794,7317,4495,1,18,2,6.0,1.0,,15,1,4,4.0,18.0,4600.0,,81,39
44795,7317,4495,1,18,1,6.0,1.0,25.0,15,1,1,4.0,18.0,9645.0,6.0,45,53
44796,7317,4495,1,18,2,6.0,,,15,1,1,4.0,18.0,,,0,0
44797,7317,4495,1,19,2,1.0,1.0,10.0,15,9,2,4.0,18.0,4720.0,4.0,61,41
44798,7317,4495,1,18,2,6.0,1.0,20.0,15,1,1,4.0,18.0,4030.0,6.0,722,35
44799,7317,4495,1,20,2,6.0,6.0,40.0,15,7,1,4.0,19.0,4055.0,6.0,722,35
44800,7317,4495,1,19,2,6.0,,,15,2,1,4.0,19.0,,,0,0
44801,7317,4495,1,18,2,6.0,1.0,,15,1,1,4.0,19.0,4600.0,,62,39
44802,7317,4495,1,21,2,6.0,,,15,1,1,4.0,19.0,,,0,0
44803,7317,4495,1,19,1,6.0,2.0,4.0,15,1,1,4.0,19.0,2905.0,5.0,81,27
44804,7317,4495,1,18,1,1.0,1.0,15.0,15,1,1,4.0,19.0,4220.0,1.0,722,37
44805,7317,4495,1,19,2,6.0,7.0,12.0,15,1,1,4.0,18.0,2722.0,6.0,71,27
44806,7317,4495,1,19,1,1.0,1.0,10.0,15,2,1,4.0,18.0,2310.0,6.0,61,25
44807,7317,4495,1,21,1,6.0,1.0,25.0,15,1,1,4.0,20.0,2360.0,6.0,61,25
44808,7317,4495,1,19,2,1.0,1.0,25.0,15,1,1,4.0,19.0,4600.0,6.0,62,39
44809,7317,4495,1,18,2,6.0,6.0,60.0,15,1,1,4.0,16.0,4600.0,5.0,81,39
44810,7317,4495,1,19,1,6.0,2.0,4.0,15,1,1,4.0,19.0,2905.0,5.0,81,27
44811,7317,4495,1,19,2,6.0,1.0,20.0,15,2,24,4.0,18.0,4030.0,6.0,722,35
44812,7317,4495,1,20,1,6.0,1.0,,15,1,1,4.0,19.0,4435.0,,71,39
44813,7317,4495,1,21,2,6.0,1.0,35.0,15,1,1,4.0,19.0,2360.0,6.0,44,25
44814,7317,4495,1,19,2,6.0,,,15,1,1,4.0,19.0,,,0,0
44815,7317,4495,1,18,1,6.0,1.0,,15,1,1,4.0,18.0,4055.0,,722,35
44816,7317,4495,1,19,1,6.0,1.0,30.0,15,1,1,4.0,18.0,4020.0,6.0,722,35
44817,7317,4495,1,18,2,1.0,1.0,30.0,15,1,1,4.0,16.0,4760.0,6.0,44,41
44818,7317,4495,1,18,1,6.0,,,15,1,1,4.0,18.0,,,0,0
44819,7317,4495,1,18,2,6.0,1.0,,15,1,1,4.0,18.0,4600.0,,62,39
44820,7317,4495,1,18,2,6.0,,,15,1,1,4.0,19.0,,,0,0
44821,7317,4495,1,18,1,6.0,1.0,25.0,15,1,1,4.0,18.0,9645.0,6.0,45,53
44822,7317,4495,1,19,2,6.0,,,15,1,1,4.0,18.0,,,0,0
44823,7317,4495,1,18,2,3.0,1.0,15.0,15,1,1,4.0,16.0,5240.0,5.0,722,43
44824,7317,4495,1,18,2,6.0,,,15,2,1,4.0,16.0,,,0,0
44825,7317,4495,1,18,2,6.0,1.0,,15,1,1,4.0,18.0,4600.0,,62,39
44826,7317,4495,1,18,2,6.0,,,15,1,1,4.0,18.0,,,0,0
44827,7317,4495,1,18,2,6.0,,,15,1,1,4.0,18.0,,,0,0
44828,7317,4495,1,18,2,1.0,1.0,6.0,15,1,1,4.0,19.0,4965.0,6.0,49,41
44829,7317,4495,1,20,2,6.0,,,15,1,1,4.0,19.0,,,0,0
44830,7317,4495,1,18,2,3.0,1.0,12.0,15,1,1,4.0,18.0,2722.0,6.0,61,27
44831,7317,4495,1,18,2,6.0,,,15,6,1,4.0,18.0,,,0,0
44832,7317,4495,1,18,2,6.0,7.0,12.0,15,1,1,4.0,16.0,2722.0,6.0,71,27
44833,7317,4495,1,18,1,6.0,1.0,25.0,15,1,1,4.0,18.0,9645.0,6.0,45,53
44834,7317,4495,1,18,2,6.0,1.0,,15,1,4,4.0,18.0,4600.0,,81,39
44835,7317,4495,1,18,1,6.0,6.0,30.0,15,1,1,4.0,19.0,2545.0,6.0,61,25
44836,7317,4495,1,18,2,1.0,1.0,6.0,15,1,1,4.0,19.0,4965.0,6.0,49,41
44837,7317,4495,1,19,2,1.0,1.0,10.0,15,9,2,4.0,18.0,4720.0,4.0,61,41
44838,7317,4495,1,18,1,6.0,1.0,,15,1,1,4.0,18.0,4055.0,,722,35
44839,7317,4495,1,19,1,6.0,7.0,4.0,15,6,1,4.0,18.0,9130.0,6.0,49,53
44840,7317,4495,1,18,1,1.0,1.0,15.0,15,1,1,4.0,19.0,4220.0,1.0,722,37
44841,7317,4495,1,19,1,1.0,1.0,30.0,15,1,1,4.0,16.0,410.0,1.0,53,11
44842,7317,4495,1,19,1,6.0,,,15,1,1,4.0,18.0,,,0,0
44843,7317,4495,1,19,2,6.0,7.0,12.0,15,1,1,4.0,16.0,2722.0,6.0,71,27
44844,7317,4495,1,18,2,6.0,,,15,1,1,4.0,18.0,,,0,0
44845,7317,4495,1,19,2,1.0,2.0,30.0,15,1,1,4.0,16.0,3602.0,1.0,62,31
44846,7317,4495,1,18,1,6.0,,,15,1,1,4.0,18.0,,,0,0
44847,7317,4495,1,19,2,6.0,1.0,20.0,15,2,1,4.0,18.0,4150.0,4.0,71,35
44848,7317,4495,1,19,1,6.0,1.0,20.0,15,1,24,4.0,18.0,6260.0,5.0,23,47
44849,7317,4495,1,19,1,6.0,7.0,4.0,15,1,1,4.0,18.0,9130.0,6.0,49,53
44850,7317,4495,1,18,1,6.0,7.0,4.0,15,1,2,4.0,18.0,9130.0,6.0,49,53
44851,7317,4495,1,19,1,1.0,1.0,10.0,15,2,1,4.0,18.0,2310.0,6.0,61,25
44852,7317,4495,1,18,2,6.0,,,15,1,2,4.0,19.0,,,0,0
44853,7317,4495,1,18,2,6.0,,,15,1,1,4.0,18.0,,,0,0
44854,7317,4495,1,20,2,6.0,6.0,40.0,15,7,1,4.0,19.0,4055.0,6.0,722,35
44855,7317,4495,1,18,2,6.0,7.0,12.0,15,1,1,4.0,16.0,2722.0,6.0,71,27
44856,7317,4495,1,20,2,1.0,1.0,15.0,15,1,2,4.0,19.0,4435.0,5.0,71,39
44857,7317,4495,1,22,1,6.0,1.0,25.0,15,1,1,4.0,16.0,9130.0,6.0,49,53
44858,7317,4495,1,20,2,3.0,1.0,10.0,15,1,16,4.0,20.0,4760.0,1.0,44,41
44859,7317,4495,1,19,2,6.0,,,15,1,1,4.0,19.0,,,0,0
44860,7317,4495,1,20,2,6.0,,,15,1,1,4.0,18.0,,,0,0
44861,7317,4495,1,20,2,6.0,1.0,,15,1,2,4.0,20.0,5610.0,,3M,43
44862,7317,4495,1,21,1,1.0,1.0,12.0,15,1,1,4.0,19.0,1050.0,6.0,61,15
44863,7317,4495,1,18,2,6.0,,,15,1,2,4.0,19.0,,,0,0
44864,7317,4495,1,19,1,6.0,3.0,40.0,15,2,1,4.0,18.0,4622.0,6.0,721,39
44865,7317,4495,1,19,1,6.0,,,15,1,1,4.0,18.0,,,0,0
44866,7317,4495,1,20,2,6.0,,,15,1,1,4.0,19.0,,,0,0
44867,7317,4495,1,18,2,6.0,,,15,1,1,4.0,18.0,,,0,0
44868,7317,4495,1,19,2,6.0,7.0,12.0,15,1,1,4.0,18.0,2722.0,6.0,71,27
44869,7317,4495,1,19,1,6.0,3.0,19.0,15,1,2,4.0,19.0,9620.0,6.0,44,53
44870,7317,4495,1,19,1,6.0,1.0,20.0,15,1,24,4.0,18.0,6260.0,5.0,23,47
44871,7317,4495,1,19,1,6.0,1.0,30.0,15,1,1,4.0,19.0,9350.0,5.0,81,53
44872,7317,4495,1,18,2,6.0,,,15,6,1,4.0,18.0,,,0,0
44873,7317,4495,1,19,1,6.0,1.0,30.0,15,1,1,4.0,19.0,9350.0,5.0,81,53
44874,7317,4495,1,18,2,6.0,,,15,1,2,4.0,19.0,,,0,0
44875,7317,4495,1,22,2,6.0,,,15,8,2,4.0,19.0,,,0,0
44876,7317,4495,1,19,1,6.0,3.0,19.0,15,1,1,4.0,19.0,9620.0,6.0,44,53
44877,7317,4495,1,19,1,6.0,1.0,40.0,15,1,2,4.0,16.0,6260.0,5.0,23,47
44878,7317,4495,1,19,2,6.0,7.0,12.0,15,1,1,4.0,16.0,2722.0,6.0,71,27
44879,7317,4495,1,19,1,6.0,1.0,25.0,15,1,1,4.0,19.0,5860.0,6.0,54,43
44880,7317,4495,1,19,1,6.0,1.0,30.0,15,1,1,4.0,19.0,9350.0,5.0,81,53
44881,7317,4495,1,20,1,6.0,,,15,1,1,4.0,19.0,,,0,0
44882,7317,4495,1,19,1,6.0,2.0,4.0,15,1,1,4.0,19.0,2905.0,5.0,81,27
44883,7317,4495,1,19,2,6.0,3.0,8.0,15,6,1,4.0,19.0,8990.0,6.0,45,51
44884,7317,4495,1,19,2,6.0,1.0,20.0,15,2,24,4.0,18.0,4030.0,6.0,722,35
44885,7317,4495,1,19,1,1.0,1.0,10.0,15,2,1,4.0,18.0,2310.0,6.0,61,25
44886,7317,4495,1,18,2,6.0,,,15,1,2,4.0,18.0,,,0,0
44887,7317,4495,1,19,1,6.0,1.0,20.0,15,1,24,4.0,18.0,6260.0,5.0,23,47
44888,7317,4495,1,20,1,6.0,1.0,35.0,15,1,1,4.0,19.0,1108.0,6.0,54,15
44889,7317,4495,1,21,2,6.0,1.0,35.0,15,1,1,4.0,19.0,2360.0,6.0,44,25
44890,7317,4495,1,19,2,6.0,7.0,12.0,15,1,1,4.0,16.0,2722.0,6.0,71,27
44891,7317,4495,1,18,2,6.0,,,15,1,1,4.0,18.0,,,0,0
44892,7317,4495,1,19,1,6.0,,,15,1,1,4.0,18.0,,,0,0
44893,7317,4495,1,19,2,6.0,,,15,1,1,4.0,19.0,,,0,0
44894,7317,4495,1,18,2,6.0,1.0,,15,1,1,4.0,16.0,4150.0,,722,35
44895,7317,4495,1,18,1,6.0,1.0,20.0,15,1,1,4.0,18.0,6260.0,5.0,23,47
44896,7317,4495,1,19,1,6.0,1.0,25.0,15,1,1,4.0,18.0,9645.0,6.0,45,53
44897,7317,4495,1,18,2,6.0,,,15,1,1,4.0,18.0,,,0,0
44898,7317,4495,1,19,1,6.0,1.0,25.0,15,1,1,4.0,18.0,9645.0,6.0,45,53
44899,7317,4495,1,18,1,6.0,1.0,2.0,15,8,2,4.0,19.0,4130.0,6.0,722,35
44900,7317,4495,1,19,2,6.0,,,15,1,1,4.0,18.0,,,0,0
44901,7317,4495,1,19,2,6.0,7.0,12.0,15,1,1,4.0,16.0,2722.0,6.0,71,27
44902,7317,4495,1,20,2,1.0,1.0,15.0,15,1,2,4.0,19.0,4435.0,5.0,71,39
44903,7317,4495,1,19,2,6.0,,,15,1,1,4.0,19.0,,,0,0
44904,7317,4495,1,19,1,1.0,1.0,10.0,15,2,1,4.0,18.0,2310.0,6.0,61,25
44905,7317,4495,1,18,2,6.0,1.0,,15,1,1,4.0,19.0,4600.0,,62,39
44906,7317,4495,1,20,2,1.0,3.0,40.0,15,1,1,4.0,19.0,4640.0,1.0,61,39
44907,7317,4495,1,19,2,6.0,,,15,1,1,4.0,19.0,,,0,0
44908,7317,4495,1,18,2,6.0,1.0,12.0,15,1,1,4.0,18.0,4720.0,6.0,722,41
44909,7317,4495,1,20,2,6.0,6.0,40.0,15,7,1,4.0,19.0,4055.0,6.0,722,35
44910,7317,4495,1,18,1,6.0,6.0,8.0,15,2,1,4.0,18.0,6260.0,6.0,23,47
44911,7317,4495,1,20,2,6.0,6.0,40.0,15,7,1,4.0,19.0,4055.0,6.0,722,35
44912,7317,4495,1,18,2,6.0,1.0,18.0,15,1,1,4.0,18.0,4010.0,6.0,722,35
44913,7317,4495,1,19,1,6.0,3.0,19.0,15,1,2,4.0,19.0,9620.0,6.0,44,53
44914,7317,4495,1,19,1,6.0,2.0,4.0,15,1,1,4.0,19.0,2905.0,5.0,81,27
44915,7317,4495,1,19,1,6.0,1.0,25.0,15,1,1,4.0,19.0,5860.0,6.0,54,43
44916,7317,4495,1,19,1,3.0,1.0,25.0,15,1,1,4.0,19.0,4435.0,1.0,71,39
44917,7317,4495,1,18,2,3.0,1.0,15.0,15,1,1,4.0,16.0,5240.0,5.0,722,43
44918,7317,4495,1,18,2,6.0,1.0,18.0,15,1,1,4.0,18.0,4010.0,6.0,722,35
44919,7317,4495,1,21,2,1.0,2.0,6.0,15,1,2,4.0,19.0,5400.0,6.0,61,43
44920,7317,4495,1,19,1,6.0,1.0,20.0,15,1,1,4.0,18.0,6260.0,5.0,23,47
44921,7317,4495,1,18,2,6.0,1.0,,15,1,1,4.0,18.0,4130.0,,61,35
44922,7317,4495,1,18,1,6.0,1.0,,15,1,1,4.0,18.0,4055.0,,722,35
44923,7317,4495,1,19,2,6.0,1.0,18.0,15,9,23,4.0,19.0,4010.0,6.0,722,35
44924,7317,4495,1,18,2,6.0,7.0,12.0,15,1,1,4.0,16.0,2722.0,6.0,71,27
44925,7317,4495,1,18,2,6.0,,,15,1,2,4.0,18.0,,,0,0
44926,7317,4495,1,19,1,6.0,3.0,19.0,15,1,2,4.0,19.0,9620.0,6.0,44,53
44927,7317,4495,1,18,2,6.0,7.0,12.0,15,1,1,4.0,16.0,2722.0,6.0,71,27
